hospital_id,row_id,line_type,description,rev_code,local_code,code,ms_drg,apr_drg,eapg,hcpcs_cpt,modifiers,alt_hcpcs_cpt,thru,apc,icd,ndc,drug_hcpcs_multiplier,drug_quantity,drug_unit_of_measurement,drug_type_of_measurement,billing_class,setting,rate_category,payer_name,carrier,plan_type,plan_name,standard_charge,standard_charge_percent,contracting_method,additional_generic_notes,additional_payer_specific_notes
140007,15437148251063189881,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HEAASOI01_Health_AllianceHMO_State_of_IL_354, Health Alliance, Local/Regional,,44785.76,,,,
140007,15725327379848231744,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCFEP01_BLUE_CROSS_FEDERAL_350, Blue Cross, PPO,,58832.42,,,,
140007,16316900012085330713,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGNPP01_CIGNA_PPOPOSOA_350, Cigna, PPO,,58832.42,,,,
140007,16498828129965518850,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CATMC01_CATERPILLAR_MANAGED_CARE_401, Caterpillar, HMO,,61836.31,,,,
140007,16563604009670969082,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHHM00_United_Healthcare_HMO_87726_425, UnitedHealthcare, HMO,,63071.0,,,,
140007,16661659944646171867,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHPP00_UNITED_HLTHCR_PPOPOSOA_87726_425, UnitedHealthcare, PPO,,63071.0,,,,
140007,16879570484764810518,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUCSOI01_BC_HMOBlue_Adv_State_of_IL_400, Blue Cross, HMO,,52632.22,,,,
140007,16905692963613357603,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,HUMAHM01_HUM_HMOPOS_357, Humana, HMO,,41225.99,,,,
140007,17105482003274788080,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,COVPP01_COVENTRY_PPO_353, Coventry, PPO,,49323.66,,,,
140007,17112399305830888423,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,cash,SP_SELF_PAY_INSURANCE_425, Self Pay, Other,,63071.0,,,,
140007,17136483708494662689,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,MCDIL_Illinois_Medicaid_401,Other, Medicare/Medicaid,,61836.31,,,,
140007,17638373840816076988,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,WELCMCR01_WELLCARE_MCR_HMO_401,Other, Medicare/Medicaid,,61836.31,,,,
140007,17862005871838211185,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,CIGLPLO01_CIGNA_LOCAL_PLUS_OUTOFNETWORK_352, Cigna, Local/Regional,,42091.88,,,,
140007,17991182294187832590,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHHM002_UNITED_HEALTH_CARE_HMO_87726_425, UnitedHealthcare, HMO,,63071.0,,,,
140007,18244832768205583168,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,UNIHTPH00_UNITED_HEALTHCARE_TPARENTAL_425, UnitedHealthcare, PPO,,63071.0,,,,
140007,18405930049327898573,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,BLUPHP02_Blue_Cross_PHPClinOPRCRREF_400, Blue Cross, HMO,,52632.22,,,,
140080,274901499367677567,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102002601_ASCENSION_COMPLETE_ILLINOIS_MEDICARE_2161, Ascension, Medicare/Medicaid,,46971.17,,,,
140080,2329105730569870774,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000303_HEALTHSPRING_MC_TOTAL_CARE_2161, Healthspring, Medicare/Medicaid,,46971.17,,,,
140080,2603888765313798049,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000301_HEALTH_SPRINGMC_2161, Healthspring, Medicare/Medicaid,,46971.17,,,,
140080,3314738036927045529,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,min,Min_Negotiated_Rate,Other, HMO,,21517.0,,,,
140080,3770606535449714357,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I100020103_MEDICARE_PART_A_B_2152, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,4428113509214436760,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I100020104_MEDICARE_RAILROAD_2152, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,4639054590182106101,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000704_HUMANA_MMAI_2147, Humana, Medicare/Medicaid,,51668.28,,,,
140080,4881326284176834626,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102002001_MERIDIAN_COMPLETE_MC_RPL_2159, Medicare, Medicare/Medicaid,,49319.72,,,,
140080,5130978464434802489,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000603_AETNA_MEDICARE_HMO_ADVOCATE_2154, Aetna, Medicare/Medicaid,,46971.17,,,,
140080,5254785332384764737,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102001002_BLUE_MEDICARE_ADVANTAGE_HMO_2156, Blue Cross, Medicare/Medicaid,,43683.18,,,,
140080,5920005151075576335,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102001601_MOLINA_HEALTHCARE_MMAI_MC_RPL_2150,Other, Medicare/Medicaid,,51668.28,,,,
140080,7334861136120486490,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000901_WELLCARE_ADVOCATE_MC_REPLACEMENT_2161, Wellcare, Medicare/Medicaid,,46971.17,,,,
140080,7546757280826370445,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I103000116_AETNA_SMART_CARE_1344, Aetna, HMO,,70456.75,,,,
140080,7656114614541159450,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000403_MISC_MC_RPLCMNT_ADVANTAGE_PPO_2161, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,8239786198957142894,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000102_AARP_MC_PPO_2163, AARP, Medicare/Medicaid,,46971.17,,,,
140080,8294037273220737573,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102002701_BRIGHT_HEALTH_MA_2161, AARP, Medicare/Medicaid,,46971.17,,,,
140080,8339416646897066224,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I100020102_MEDICARE_PART_B_2152, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,8444442295676644781,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000801_UNITED_HEALTHCARE_MC_REPLACEMENTADVANTAGE_2161, UnitedHealthcare, Medicare/Medicaid,,46971.17,,,,
140080,8654658729359950113,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000902_WELLCARE_HMOMC_2161, Wellcare, Medicare/Medicaid,,46971.17,,,,
140080,9049013381849823199,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102001704_Cigna_HealthspringTrue_Choice_MCR_2161, Cigna, Medicare/Medicaid,,46971.17,,,,
140080,9076529274949311878,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I100011701_AMBETTER_OUT_OF_NETWORK_1698, Ambetter, Local/Regional,,76093.29,,,,
140080,9261300382151840367,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000702_HUMANA_GOLD_PLUS_ADVOCATE_MC_2148, Humana, Medicare/Medicaid,,46971.17,,,,
140080,9271661769808225069,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I103008001_AMBETTER_1698, Ambetter, HMO,,76093.29,,,,
140080,9385172344713360102,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000701_HUMANA_CHOICE_PPO_MC_2148, Humana, Medicare/Medicaid,,46971.17,,,,
140080,10288212678237204344,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000101_AARP_MC_HMO_2163, AARP, Medicare/Medicaid,,46971.17,,,,
140080,11611388799675044948,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102001003_BLUE_CROSS_COMMUNITY_MMAI_2156, Blue Cross, Medicare/Medicaid,,43683.18,,,,
140080,12112997588132297466,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000604_AETNA_BETTER_HEALTH_PREMIER_PLAN_MMAI_2143, Aetna, Medicare/Medicaid,,49319.72,,,,
140080,12875181712302516935,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I100020101_MEDICARE_PART_A_2152, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,12895738606683831492,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000703_HUMANA_GOLD_PLUS_MC_2148, Humana, Medicare/Medicaid,,46971.17,,,,
140080,13333524121196467614,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000602_AETNA_MEDICARE_HMO_2154, Aetna, Medicare/Medicaid,,46971.17,,,,
140080,13386184955824602510,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000401_MISC_MEDICARE_REPLACEMENT_2161, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,13505242998475499812,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102001001_Blue_Cross_Medicare_Adv_PPO_2156, Blue Cross, Medicare/Medicaid,,43683.18,,,,
140080,13884256810281744534,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102002201_AMITA_HEALTH_CIN_2156, Amita Health, Medicare/Medicaid,,43683.18,,,,
140080,15293911885535250878,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000601_AETNA_MEDICARE_PPO_2154, Aetna, Medicare/Medicaid,,46971.17,,,,
140080,16031300095215571915,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102000402_MISC_MC_RPLCMNT_ADVANTAGE_PFFS_2161, Medicare, Medicare/Medicaid,,46971.17,,,,
140080,16735397380778782399,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102002401_CLEAR_SPRING_MEDICARE_CCAI_2161, Clear Spring, Medicare/Medicaid,,46971.17,,,,
140080,17160311228965277220,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,max,Max_Negotiated_Rate,Other, HMO,,76093.29,,,,
140080,17580050826327410964,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,I102001802_HEALTH_ALLIANCE_MEDICARE_REPLACEMENT_2161, Health Alliance, Medicare/Medicaid,,46971.17,,,,
140094,195750909703634425,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000621_RPPGHMOIBLUE_ADV_2040, Blue Cross, Medicare/Medicaid,,52632.22,,,,
140094,456128278816253133,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004603_UHC_CHOICE_PLUS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,644033300398712934,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002203_HEALTHLINK_OPEN_ACCESS_1825, Healthlink, PPO,,61467.5,,,,
140094,901588575191403986,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004619_UHC_ALL_SAVERS_2126, UnitedHealthcare, PPO,,63071.0,,,,
140094,966044327322260332,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002503_HUMANA_CHOICE_POS_1817, Humana, POS/Choice,,50152.14,,,,
140094,1075965545020471334,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103000634_UNIFIED_PHYS_NETWORK_BCBS_2040,Other, Local/Regional,,52632.22,,,,
140094,1269602627279333508,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103002204_HEALTHLINK_STATE_OF_ILLINOIS_1825, Healthlink, Local/Regional,,61467.5,,,,
140094,1336988689456441378,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i101000106_BLUE_CROSS_OUT_OF_ST_HMO_2040, Blue Cross, Local/Regional,,52632.22,,,,
140094,1456527756075393916,3-DRG,Revision Of Hip Or Knee Replacement With MCC,,,466,466,,,,,,,,,,,,,,,,negotiated,i103004609_UHC_OXFORD_HEALTH_PLANS_2126, UnitedHealthcare, PPO,,63071.0,,,,
